#{"t_start": 1752660851.000786, "env_id": "VizdoomTakeCover-v0"}
r,l,t
26.8,67,5324.130208
11.8,30,5324.852276
-5.3,112,5355.99994
17.6,44,5356.521544
-15.9,86,5361.289787
-15.4,87,5362.167438
-4.5,114,5363.521815
19.0,48,5363.923739
-28.2,55,5394.741286
29.5,74,5395.446399
-28.5,54,5395.81641
-12.5,94,5396.658157
-20.8,73,5397.328364
-67.5,82,5397.921776
-26.6,59,5398.469311
35.3,89,5422.834122
25.4,64,5423.553198
-21.5,72,5424.34109
37.4,94,5426.212084
-10.1,100,5428.589723
-22.9,68,5430.031864
-12.5,94,5452.407997
-26.4,59,5452.826876
19.4,49,5453.477136
-21.3,72,5454.28697
-20.8,73,5454.84747
26.3,66,5455.293277
-9.7,101,5456.2567
-12.5,94,5484.776394
-15.6,86,5485.552319
-15.7,86,5486.560622
26.6,67,5496.705478
-28.8,53,5497.080474
-23.8,66,5497.752676
15.0,38,5498.030931
-21.2,72,5528.522351
-23.2,67,5529.248408
-21.2,72,5530.058242
-30.3,50,5531.483428
-23.0,68,5532.783948
-21.2,72,5533.970773
-31.0,48,5535.507661
-21.5,72,5537.234043
20.5,52,5563.234478
31.5,79,5563.937596
-21.3,72,5564.898027
-26.9,58,5565.244101
-22.9,68,5565.73379
29.3,74,5566.737107
11.7,30,5567.152994
-23.1,68,5567.659638
-23.1,68,5595.538048
-10.9,98,5597.049006
-20.0,75,5598.770401
-20.8,73,5600.39605
-22.4,69,5601.02836
-22.9,68,5601.297639
20.4,51,5601.896038
21.3,54,5625.156802
25.0,63,5625.67342
-20.0,75,5626.554064
-26.3,60,5627.164431
24.4,61,5635.31662
-21.3,72,5637.061949
-11.3,97,5639.305946
-21.9,71,5662.291447
-14.2,90,5663.140177
-10.0,100,5664.336975
-49.1,128,5665.876854
-11.0,98,5666.836288
18.4,46,5667.632158
-20.9,73,5696.628578
-20.6,74,5697.554102
17.4,44,5697.894192
1.3,129,5700.276817
28.9,73,5701.31105
-16.7,84,5702.684376
-12.4,94,5727.191805
-20.0,75,5729.156549
-21.5,72,5731.453403
-23.0,68,5733.614622
18.1,46,5734.806431
-19.9,76,5735.672116
-21.7,71,5736.232617
23.6,59,5767.121971
-12.5,94,5767.942774
-21.3,72,5768.680799
31.5,79,5769.505594
-20.9,73,5772.221328
-27.7,56,5773.306424
21.1,178,5810.537811
24.9,63,5811.149175
5.4,139,5813.232601
-9.7,101,5815.281119
-0.3,125,5817.41142
27.8,70,5850.197699
-26.5,59,5850.921762
-64.9,88,5851.704667
-21.2,72,5852.499541
-15.6,86,5853.616553
21.5,54,5854.516145
-21.4,72,5854.933029
-12.5,94,5893.240536
12.8,32,5893.865864
-24.5,64,5894.188999
29.0,73,5894.897105
-16.8,83,5895.509467
-12.3,95,5896.455934
-15.4,87,5933.024096
-21.2,72,5933.645433
-14.3,90,5934.817297
-17.0,83,5935.930319
25.2,188,5950.026604
-9.2,102,6005.653772
21.4,54,6006.267132
-16.3,85,6007.2136
-22.8,68,6007.920708
-21.3,72,6008.619837
-28.1,55,6008.942972
-2.5,119,6050.655369
-18.3,80,6051.227838
12.4,31,6051.456227
20.3,176,6052.998101
-10.7,99,6054.105139
-2.3,120,6088.758423
17.6,44,6089.321917
-21.5,72,6090.05296
